"","Special status","Taxon name","Introduced","Taxon family","Taxon parent","Volume"
"901","Weedy","Rhinanthus minor subsp. groenlandicus",NA,"Orobanchaceae","Rhinanthus minor","Volume 17"
"902","Illustrated","Rhinanthus minor subsp. groenlandicus",NA,"Orobanchaceae","Rhinanthus minor","Volume 17"
"903","Introduced","Rhinanthus minor subsp. minor","true","Orobanchaceae","Rhinanthus minor","Volume 17"
"904","Illustrated","Rhinanthus minor subsp. minor","true","Orobanchaceae","Rhinanthus minor","Volume 17"
"905","Endemic","Rhizomnium appalachianum",NA,"Mniaceae","Rhizomnium","Volume 28"
"906","Illustrated","Rhizomnium appalachianum",NA,"Mniaceae","Rhizomnium","Volume 28"
"907","Illustrated","Rhizomnium magnifolium",NA,"Mniaceae","Rhizomnium","Volume 28"
"908","Illustrated","Rhizomnium pseudopunctatum",NA,"Mniaceae","Rhizomnium","Volume 28"
"909","Illustrated","Rhodobryum ontariense",NA,"Bryaceae","Rhodobryum","Volume 28"
"910","Introduced","Rhodotypos scandens","true","Rosaceae","Rhodotypos","Volume 9"
"911","Illustrated","Rhodotypos scandens","true","Rosaceae","Rhodotypos","Volume 9"
"912","Illustrated","Rhynchostegium serrulatum",NA,"Brachytheciaceae","Rhynchostegium","Volume 28"
"913","Illustrated","Rhytidiadelphus triquetrus",NA,"Hylocomiaceae","Rhytidiadelphus","Volume 28"
"914","Illustrated","Rhytidium rugosum",NA,"Rhytidiaceae","Rhytidium","Volume 28"
"915","Endemic","Rosa acicularis subsp. sayi",NA,"Rosaceae","Rosa acicularis","Volume 9"
"916","Illustrated","Rosa acicularis subsp. sayi",NA,"Rosaceae","Rosa acicularis","Volume 9"
"917","Endemic","Rosa arkansana",NA,"Rosaceae","Rosa sect. Rosa","Volume 9"
"918","Illustrated","Rosa arkansana",NA,"Rosaceae","Rosa sect. Rosa","Volume 9"
"919","Endemic","Rosa blanda",NA,"Rosaceae","Rosa sect. Rosa","Volume 9"
"920","Illustrated","Rosa blanda",NA,"Rosaceae","Rosa sect. Rosa","Volume 9"
"921","Introduced","Rosa canina","true","Rosaceae","Rosa sect. Caninae","Volume 9"
"922","Weedy","Rosa canina","true","Rosaceae","Rosa sect. Caninae","Volume 9"
"923","Illustrated","Rosa canina","true","Rosaceae","Rosa sect. Caninae","Volume 9"
"924","Illustrated","Rosa carolina subsp. carolina",NA,"Rosaceae","Rosa carolina","Volume 9"
"925","Endemic","Rosa carolina subsp. subserrulata",NA,"Rosaceae","Rosa carolina","Volume 9"
"926","Illustrated","Rosa carolina subsp. subserrulata",NA,"Rosaceae","Rosa carolina","Volume 9"
"927","Introduced","Rosa cinnamomea","true","Rosaceae","Rosa sect. Rosa","Volume 9"
"928","Introduced","Rosa gallica","true","Rosaceae","Rosa sect. Gallicae","Volume 9"
"929","Introduced","Rosa multiflora","true","Rosaceae","Rosa sect. Systylae","Volume 9"
"930","Weedy","Rosa multiflora","true","Rosaceae","Rosa sect. Systylae","Volume 9"
"931","Illustrated","Rosa multiflora","true","Rosaceae","Rosa sect. Systylae","Volume 9"
"932","Endemic","Rosa nitida",NA,"Rosaceae","Rosa sect. Rosa","Volume 9"
"933","Illustrated","Rosa nitida",NA,"Rosaceae","Rosa sect. Rosa","Volume 9"
"934","Endemic","Rosa palustris",NA,"Rosaceae","Rosa sect. Rosa","Volume 9"
"935","Illustrated","Rosa palustris",NA,"Rosaceae","Rosa sect. Rosa","Volume 9"
"936","Introduced","Rosa rubiginosa var. nemoralis","true","Rosaceae","Rosa rubiginosa","Volume 9"
"937","Introduced","Rosa rubiginosa var. rubiginosa","true","Rosaceae","Rosa rubiginosa","Volume 9"
"938","Weedy","Rosa rubiginosa var. rubiginosa","true","Rosaceae","Rosa rubiginosa","Volume 9"
"939","Introduced","Rosa rugosa","true","Rosaceae","Rosa sect. Rosa","Volume 9"
"940","Weedy","Rosa rugosa","true","Rosaceae","Rosa sect. Rosa","Volume 9"
"941","Endemic","Rosa setigera",NA,"Rosaceae","Rosa sect. Systylae","Volume 9"
"942","Illustrated","Rosa setigera",NA,"Rosaceae","Rosa sect. Systylae","Volume 9"
"943","Introduced","Rosa spinosissima","true","Rosaceae","Rosa sect. Pimpinellifoliae","Volume 9"
"944","Endemic","Rosa virginiana",NA,"Rosaceae","Rosa sect. Rosa","Volume 9"
"945","Illustrated","Rosa virginiana",NA,"Rosaceae","Rosa sect. Rosa","Volume 9"
"946","Illustrated","Rosa woodsii subsp. woodsii",NA,"Rosaceae","Rosa woodsii","Volume 9"
"947","Illustrated","Rosulabryum flaccidum",NA,"Bryaceae","Rosulabryum","Volume 28"
"948","Endemic","Rubus allegheniensis",NA,"Rosaceae","Rubus","Volume 9"
"949","Illustrated","Rubus allegheniensis",NA,"Rosaceae","Rubus","Volume 9"
"950","Endemic","Rubus arcticus subsp. acaulis",NA,"Rosaceae","Rubus arcticus","Volume 9"
"951","Introduced","Rubus bifrons","true","Rosaceae","Rubus","Volume 9"
"952","Weedy","Rubus bifrons","true","Rosaceae","Rubus","Volume 9"
"953","Introduced","Rubus caesius","true","Rosaceae","Rubus","Volume 9"
"954","Endemic","Rubus canadensis",NA,"Rosaceae","Rubus","Volume 9"
"955","Endemic","Rubus hispidus",NA,"Rosaceae","Rubus","Volume 9"
"956","Illustrated","Rubus hispidus",NA,"Rosaceae","Rubus","Volume 9"
"957","Introduced","Rubus illecebrosus","true","Rosaceae","Rubus","Volume 9"
"958","Introduced","Rubus laciniatus","true","Rosaceae","Rubus","Volume 9"
"959","Endemic","Rubus occidentalis",NA,"Rosaceae","Rubus","Volume 9"
"960","Illustrated","Rubus occidentalis",NA,"Rosaceae","Rubus","Volume 9"
"961","Endemic","Rubus odoratus",NA,"Rosaceae","Rubus","Volume 9"
"962","Illustrated","Rubus odoratus",NA,"Rosaceae","Rubus","Volume 9"
"963","Endemic","Rubus pensilvanicus",NA,"Rosaceae","Rubus","Volume 9"
"964","Endemic","Rubus pubescens",NA,"Rosaceae","Rubus","Volume 9"
"965","Illustrated","Rubus pubescens",NA,"Rosaceae","Rubus","Volume 9"
"966","Endemic","Rubus repens",NA,"Rosaceae","Rubus","Volume 9"
"967","Illustrated","Rubus repens",NA,"Rosaceae","Rubus","Volume 9"
"968","Endemic","Rubus setosus",NA,"Rosaceae","Rubus","Volume 9"
"969","Endemic","Sanguinaria canadensis",NA,"Papaveraceae","Sanguinaria","Volume 3"
"970","Illustrated","Sanguinaria canadensis",NA,"Papaveraceae","Sanguinaria","Volume 3"
"971","Illustrated","Sanionia uncinata",NA,"Amblystegiaceae","Sanionia","Volume 28"
"972","Illustrated","Sarmentypnum exannulatum",NA,"Calliergonaceae","Sarmentypnum","Volume 28"
"973","Illustrated","Sarmentypnum tundrae",NA,"Calliergonaceae","Sarmentypnum","Volume 28"
"974","Endemic","Sassafras albidum",NA,"Lauraceae","Sassafras","Volume 3"
"975","Weedy","Sassafras albidum",NA,"Lauraceae","Sassafras","Volume 3"
"976","Illustrated","Sassafras albidum",NA,"Lauraceae","Sassafras","Volume 3"
"977","Endemic","Saururus cernuus",NA,"Saururaceae","Saururus","Volume 3"
"978","Weedy","Saururus cernuus",NA,"Saururaceae","Saururus","Volume 3"
"979","Illustrated","Saururus cernuus",NA,"Saururaceae","Saururus","Volume 3"
"980","Illustrated","Sciuro-hypnum plumosum",NA,"Brachytheciaceae","Sciuro-hypnum","Volume 28"
"981","Illustrated","Sciuro-hypnum reflexum",NA,"Brachytheciaceae","Sciuro-hypnum","Volume 28"
"982","Illustrated","Scorpidium cossonii",NA,"Calliergonaceae","Scorpidium","Volume 28"
"983","Illustrated","Scorpidium revolvens",NA,"Calliergonaceae","Scorpidium","Volume 28"
"984","Illustrated","Scorpidium scorpioides",NA,"Calliergonaceae","Scorpidium","Volume 28"
"985","Weedy","Scrophularia lanceolata",NA,"Scrophulariaceae","Scrophularia","Volume 17"
"986","Endemic","Scrophularia lanceolata",NA,"Scrophulariaceae","Scrophularia","Volume 17"
"987","Weedy","Scrophularia marilandica",NA,"Scrophulariaceae","Scrophularia","Volume 17"
"988","Endemic","Scrophularia marilandica",NA,"Scrophulariaceae","Scrophularia","Volume 17"
"989","Illustrated","Scrophularia marilandica",NA,"Scrophulariaceae","Scrophularia","Volume 17"
"990","Conservation concern","Sibbaldiopsis tridentata",NA,"Rosaceae","Sibbaldiopsis","Volume 9"
"991","Endemic","Sibbaldiopsis tridentata",NA,"Rosaceae","Sibbaldiopsis","Volume 9"
"992","Illustrated","Sibbaldiopsis tridentata",NA,"Rosaceae","Sibbaldiopsis","Volume 9"
"993","Endemic","Sicyos angulatus",NA,"Cucurbitaceae","Sicyos","Volume 6"
"994","Endemic","Sida hermaphrodita",NA,"Malvaceae","Sida","Volume 6"
"995","Weedy","Sida spinosa",NA,"Malvaceae","Sida","Volume 6"
"996","Introduced","Sorbaria sorbifolia","true","Rosaceae","Sorbaria","Volume 9"
"997","Illustrated","Sorbaria sorbifolia","true","Rosaceae","Sorbaria","Volume 9"
"998","Endemic","Sorbus americana",NA,"Rosaceae","Sorbus sect. Commixtae","Volume 9"
"999","Illustrated","Sorbus americana",NA,"Rosaceae","Sorbus sect. Commixtae","Volume 9"
"1000","Introduced","Sorbus aucuparia","true","Rosaceae","Sorbus sect. Sorbus","Volume 9"
"1001","Endemic","Sorbus decora",NA,"Rosaceae","Sorbus sect. Commixtae","Volume 9"
"1002","Illustrated","Sorbus decora",NA,"Rosaceae","Sorbus sect. Commixtae","Volume 9"
"1003","Introduced","Sorbus intermedia","true","Rosaceae","Sorbus subg. Aria","Volume 9"
"1004","Endemic","Spiraea alba var. alba",NA,"Rosaceae","Spiraea alba","Volume 9"
"1005","Weedy","Spiraea alba var. alba",NA,"Rosaceae","Spiraea alba","Volume 9"
"1006","Illustrated","Spiraea alba var. alba",NA,"Rosaceae","Spiraea alba","Volume 9"
"1007","Endemic","Spiraea alba var. latifolia",NA,"Rosaceae","Spiraea alba","Volume 9"
"1008","Weedy","Spiraea alba var. latifolia",NA,"Rosaceae","Spiraea alba","Volume 9"
"1009","Introduced","Spiraea chamaedryfolia","true","Rosaceae","Spiraea","Volume 9"
"1010","Endemic","Spiraea corymbosa",NA,"Rosaceae","Spiraea","Volume 9"
"1011","Introduced","Spiraea japonica","true","Rosaceae","Spiraea","Volume 9"
"1012","Weedy","Spiraea japonica","true","Rosaceae","Spiraea","Volume 9"
"1013","Introduced","Spiraea prunifolia","true","Rosaceae","Spiraea","Volume 9"
"1014","Introduced","Spiraea salicifolia","true","Rosaceae","Spiraea","Volume 9"
"1015","Introduced","Spiraea thunbergii","true","Rosaceae","Spiraea","Volume 9"
"1016","Endemic","Spiraea tomentosa var. rosea",NA,"Rosaceae","Spiraea tomentosa","Volume 9"
"1017","Endemic","Spiraea tomentosa var. tomentosa",NA,"Rosaceae","Spiraea tomentosa","Volume 9"
"1018","Weedy","Spiraea tomentosa var. tomentosa",NA,"Rosaceae","Spiraea tomentosa","Volume 9"
"1019","Illustrated","Spiraea tomentosa var. tomentosa",NA,"Rosaceae","Spiraea tomentosa","Volume 9"
"1020","Introduced","Spiraea ×vanhouttei","true","Rosaceae","Spiraea","Volume 9"
"1021","Illustrated","Splachnum luteum",NA,"Splachnaceae","Splachnum","Volume 28"
"1022","Illustrated","Splachnum sphaericum",NA,"Splachnaceae","Splachnum","Volume 28"
"1023","Endemic","Staphylea trifolia",NA,"Staphyleaceae","Staphylea","Volume 9"
"1024","Illustrated","Staphylea trifolia",NA,"Staphyleaceae","Staphylea","Volume 9"
"1025","Illustrated","Straminergon stramineum",NA,"Calliergonaceae","Straminergon","Volume 28"
"1026","Endemic","Stylophorum diphyllum",NA,"Papaveraceae","Stylophorum","Volume 3"
"1027","Illustrated","Stylophorum diphyllum",NA,"Papaveraceae","Stylophorum","Volume 3"
"1028","Illustrated","Taxiphyllum deplanatum",NA,"Hypnaceae","Taxiphyllum","Volume 28"
"1029","Illustrated","Tayloria serrata",NA,"Splachnaceae","Tayloria","Volume 28"
"1030","Illustrated","Tetraplodon mnioides",NA,"Splachnaceae","Tetraplodon","Volume 28"
"1031","Endemic","Thalictrum amphibolum",NA,"Ranunculaceae","Thalictrum sect. Leucocoma","Volume 3"
"1032","Endemic","Thalictrum confine",NA,"Ranunculaceae","Thalictrum sect. Heterogamia","Volume 3"
"1033","Endemic","Thalictrum dasycarpum",NA,"Ranunculaceae","Thalictrum sect. Leucocoma","Volume 3"
"1034","Illustrated","Thalictrum dasycarpum",NA,"Ranunculaceae","Thalictrum sect. Leucocoma","Volume 3"
"1035","Endemic","Thalictrum dioicum",NA,"Ranunculaceae","Thalictrum sect. Heterogamia","Volume 3"
"1036","Illustrated","Thalictrum dioicum",NA,"Ranunculaceae","Thalictrum sect. Heterogamia","Volume 3"
"1037","Endemic","Thalictrum pubescens",NA,"Ranunculaceae","Thalictrum sect. Leucocoma","Volume 3"
"1038","Weedy","Thalictrum pubescens",NA,"Ranunculaceae","Thalictrum sect. Leucocoma","Volume 3"
"1039","Illustrated","Thalictrum pubescens",NA,"Ranunculaceae","Thalictrum sect. Leucocoma","Volume 3"
"1040","Illustrated","Thalictrum sparsiflorum",NA,"Ranunculaceae","Thalictrum sect. Omalophysa","Volume 3"
"1041","Endemic","Thalictrum thalictroides",NA,"Ranunculaceae","Thalictrum sect. Anemonella","Volume 3"
"1042","Illustrated","Thalictrum thalictroides",NA,"Ranunculaceae","Thalictrum sect. Anemonella","Volume 3"
"1043","Endemic","Thalictrum venulosum",NA,"Ranunculaceae","Thalictrum sect. Heterogamia","Volume 3"
"1044","Illustrated","Thamnobryum alleghaniense",NA,"Neckeraceae","Thamnobryum","Volume 28"
"1045","Endemic","Thelia asprella",NA,"Theliaceae","Thelia","Volume 28"
"1046","Introduced","Thladiantha dubia","true","Cucurbitaceae","Thladiantha","Volume 6"
"1047","Illustrated","Thladiantha dubia","true","Cucurbitaceae","Thladiantha","Volume 6"
"1048","Illustrated","Thuidium delicatulum var. delicatulum",NA,"Thuidiaceae","Thuidium delicatulum","Volume 28"
"1049","Illustrated","Thuidium delicatulum var. radicans",NA,"Thuidiaceae","Thuidium delicatulum","Volume 28"
"1050","Illustrated","Thuidium recognitum",NA,"Thuidiaceae","Thuidium","Volume 28"
"1051","Introduced","Thymelaea passerina","true","Thymelaeaceae","Thymelaea","Volume 6"
"1052","Illustrated","Thymelaea passerina","true","Thymelaeaceae","Thymelaea","Volume 6"
"1053","Illustrated","Tilia americana",NA,"Malvaceae","Tilia","Volume 6"
"1054","Illustrated","Tomentypnum falcifolium",NA,"Amblystegiaceae","Tomentypnum","Volume 28"
"1055","Illustrated","Tomentypnum nitens",NA,"Amblystegiaceae","Tomentypnum","Volume 28"
"1056","Endemic","Triadenum fraseri",NA,"Hypericaceae","Triadenum","Volume 6"
"1057","Illustrated","Triadenum fraseri",NA,"Hypericaceae","Triadenum","Volume 6"
"1058","Endemic","Triadenum virginicum",NA,"Hypericaceae","Triadenum","Volume 6"
"1059","Illustrated","Triadenum virginicum",NA,"Hypericaceae","Triadenum","Volume 6"
"1060","Weedy","Tribulus terrestris","true","Zygophyllaceae","Tribulus","Volume 12"
"1061","Introduced","Tribulus terrestris","true","Zygophyllaceae","Tribulus","Volume 12"
"1062","Illustrated","Tribulus terrestris","true","Zygophyllaceae","Tribulus","Volume 12"
"1063","Endemic","Ulmus americana",NA,"Ulmaceae","Ulmus","Volume 3"
"1064","Illustrated","Ulmus americana",NA,"Ulmaceae","Ulmus","Volume 3"
"1065","Introduced","Ulmus procera","true","Ulmaceae","Ulmus","Volume 3"
"1066","Weedy","Ulmus pumila",NA,"Ulmaceae","Ulmus","Volume 3"
"1067","Endemic","Ulmus rubra",NA,"Ulmaceae","Ulmus","Volume 3"
"1068","Illustrated","Ulmus rubra",NA,"Ulmaceae","Ulmus","Volume 3"
"1069","Endemic","Ulmus thomasii",NA,"Ulmaceae","Ulmus","Volume 3"
"1070","Illustrated","Ulmus thomasii",NA,"Ulmaceae","Ulmus","Volume 3"
"1071","Illustrated","Ulota crispa",NA,"Orthotrichaceae","Ulota","Volume 28"
"1072","Illustrated","Ulota curvifolia",NA,"Orthotrichaceae","Ulota","Volume 28"
"1073","Introduced","Urtica dioica subsp. dioica","true","Urticaceae","Urtica dioica","Volume 3"
"1074","Illustrated","Urtica dioica subsp. dioica","true","Urticaceae","Urtica dioica","Volume 3"
"1075","Endemic","Urtica dioica subsp. gracilis",NA,"Urticaceae","Urtica dioica","Volume 3"
"1076","Weedy","Urtica dioica subsp. gracilis",NA,"Urticaceae","Urtica dioica","Volume 3"
"1077","Illustrated","Urtica dioica subsp. gracilis",NA,"Urticaceae","Urtica dioica","Volume 3"
"1078","Weedy","Urtica urens","true","Urticaceae","Urtica","Volume 3"
"1079","Introduced","Urtica urens","true","Urticaceae","Urtica","Volume 3"
"1080","Weedy","Verbascum blattaria","true","Scrophulariaceae","Verbascum","Volume 17"
"1081","Introduced","Verbascum blattaria","true","Scrophulariaceae","Verbascum","Volume 17"
"1082","Weedy","Verbascum lychnitis subsp. lychnitis","true","Scrophulariaceae","Verbascum lychnitis","Volume 17"
"1083","Introduced","Verbascum lychnitis subsp. lychnitis","true","Scrophulariaceae","Verbascum lychnitis","Volume 17"
"1084","Introduced","Verbascum nigrum","true","Scrophulariaceae","Verbascum","Volume 17"
"1085","Weedy","Verbascum phlomoides","true","Scrophulariaceae","Verbascum","Volume 17"
"1086","Introduced","Verbascum phlomoides","true","Scrophulariaceae","Verbascum","Volume 17"
"1087","Illustrated","Verbascum phlomoides","true","Scrophulariaceae","Verbascum","Volume 17"
"1088","Weedy","Verbascum thapsus subsp. thapsus","true","Scrophulariaceae","Verbascum thapsus","Volume 17"
"1089","Introduced","Verbascum thapsus subsp. thapsus","true","Scrophulariaceae","Verbascum thapsus","Volume 17"
"1090","Weedy","Verbascum virgatum","true","Scrophulariaceae","Verbascum","Volume 17"
"1091","Introduced","Verbascum virgatum","true","Scrophulariaceae","Verbascum","Volume 17"
"1092","Illustrated","Verbascum virgatum","true","Scrophulariaceae","Verbascum","Volume 17"
"1093","Introduced","Veronica anagallis-aquatica","true","Plantaginaceae","Veronica","Volume 17"
"1094","Introduced","Veronica arvensis","true","Plantaginaceae","Veronica","Volume 17"
"1095","Introduced","Veronica beccabunga subsp. beccabunga","true","Plantaginaceae","Veronica beccabunga","Volume 17"
"1096","Introduced","Veronica filiformis","true","Plantaginaceae","Veronica","Volume 17"
"1097","Introduced","Veronica hederifolia","true","Plantaginaceae","Veronica","Volume 17"
"1098","Illustrated","Veronica hederifolia","true","Plantaginaceae","Veronica","Volume 17"
"1099","Introduced","Veronica longifolia","true","Plantaginaceae","Veronica","Volume 17"
"1100","Introduced","Veronica officinalis","true","Plantaginaceae","Veronica","Volume 17"
"1101","Introduced","Veronica persica","true","Plantaginaceae","Veronica","Volume 17"
"1102","Illustrated","Veronica persica","true","Plantaginaceae","Veronica","Volume 17"
"1103","Introduced","Veronica polita","true","Plantaginaceae","Veronica","Volume 17"
"1104","Illustrated","Veronica polita","true","Plantaginaceae","Veronica","Volume 17"
"1105","Illustrated","Veronica serpyllifolia",NA,"Plantaginaceae","Veronica","Volume 17"
"1106","Introduced","Veronica spicata","true","Plantaginaceae","Veronica","Volume 17"
"1107","Introduced","Veronica teucrium","true","Plantaginaceae","Veronica","Volume 17"
"1108","Introduced","Veronica verna","true","Plantaginaceae","Veronica","Volume 17"
"1109","Endemic","Veronica wormskjoldii subsp. wormskjoldii",NA,"Plantaginaceae","Veronica wormskjoldii","Volume 17"
"1110","Illustrated","Veronica wormskjoldii subsp. wormskjoldii",NA,"Plantaginaceae","Veronica wormskjoldii","Volume 17"
"1111","Endemic","Veronicastrum virginicum",NA,"Plantaginaceae","Veronicastrum","Volume 17"
"1112","Illustrated","Veronicastrum virginicum",NA,"Plantaginaceae","Veronicastrum","Volume 17"
"1113","Endemic","Viola affinis",NA,"Violaceae","Viola","Volume 6"
"1114","Introduced","Viola arvensis","true","Violaceae","Viola","Volume 6"
"1115","Endemic","Viola bicolor",NA,"Violaceae","Viola","Volume 6"
"1116","Illustrated","Viola bicolor",NA,"Violaceae","Viola","Volume 6"
"1117","Endemic","Viola blanda",NA,"Violaceae","Viola","Volume 6"
"1118","Illustrated","Viola blanda",NA,"Violaceae","Viola","Volume 6"
"1119","Endemic","Viola canadensis var. canadensis",NA,"Violaceae","Viola canadensis","Volume 6"
"1120","Endemic","Viola canadensis var. rugulosa",NA,"Violaceae","Viola canadensis","Volume 6"
"1121","Endemic","Viola cucullata",NA,"Violaceae","Viola","Volume 6"
"1122","Endemic","Viola labradorica",NA,"Violaceae","Viola","Volume 6"
